系列,编号,派系,卡牌名称,备用卡牌名称,图片链接,类型,独有,卡牌费用,初始威胁,意志力,攻击力,防御力,生命值,任务点,属性,警戒,远攻,限制,隐匿,厄运,遭遇,守护,协同,种族,规则文字,功能,人数,精神,战术,领导,学识,中立,1352
战车民的挑战,54,学识,,萨鲁曼,,英雄,*,,13,3,4,2,4,,巫师.艾辛格.,,,,,,,,,巫师,"当一个玩家卡牌效果将会降低你任意数量的威胁等级时，将该数量降低至1点。
当你打出一张具有印刷“厄运”关键词的事件时，萨鲁曼获得印刷【领导】，【精神】，和【战术】符号。
响应：当你打出一张具有“厄运”关键词卡牌时，重置萨鲁曼。",,,,,,,,
战车民的挑战,55,领导,,统御的力量,,附属,,1,,,,,,,主人.,,,,,,,,,,"附属到至尊魔戒所附属的英雄上。
每名英雄限制一张。所附属英雄获得+1【意志力】。
响应：在所附属英雄参与执行任务后，横置至尊魔戒并上升1点你的威胁等级以使你控制的每名其他独有角色获得+1【意志力】直到本阶段结束。",,,,,,,,
战车民的挑战,56,领导,,无数的号角声！,,事件,,0,,,,,,,,,,,,√,,,,,"厄运 2.
行动：每位玩家可以从手牌将一个盟友放置进场。在本结束结束时，将这些盟友中依然在场的洗入其拥有者的牌组。",,,,,,,,
战车民的挑战,57,学识,,艾辛格士兵,,盟友,,2,,2,2,2,2,,艾辛格.,,,,,√,,,,,"厄运 2.
响应：在一位玩家因“厄运”关键词提升威胁等级后，将艾辛格士兵的控制权交给该玩家。",,,,,,,,
战车民的挑战,58,学识,,好眼力,,事件,,0,,,,,,,,,,,,√,,,,,"厄运 1.
行动：查看遭遇牌组顶端五张卡牌。将它们按原顺序放回。",,,,,,,,
战车民的挑战,59,战术,,诺力,,盟友,*,3,,1,2,1,2,,矮人.,,,,,,,,,矮人,响应：在诺力参与一次攻击并消灭一个敌军后，将你弃牌堆顶端卡牌放到你的牌组底端。,,,,,,,,
战车民的挑战,60,战术,,金色的腰带,,附属,,0,,,,,,,,,,,,,,,,,"附属到一名英雄上。每名英雄限制一张。
所附属英雄可以额外附属一个“限制”附属。",,,,,,,,
战车民的挑战,61,精神,,洛汗斥候,,盟友,,2,,1,1,0,2,,"洛汗.
斥候.",,,,,,,,,洛汗,行动：弃除洛汗斥候以选择场景区一个非独有敌军。该敌军本回合不对你进行交锋检定。,,,,,,,,
战车民的挑战,62,精神,,洛汗全军集结,,事件,,4,,,,,,,,,,,,,,,,,"当支付洛汗全军集结费用时，你的每名洛汗英雄视为拥有【精神】符号。
计划行动：从你牌组顶端十张卡牌搜寻最多4名洛汗盟友放置进场。将你的牌组洗牌。如果回合结束这些盟友依然在场，将其弃除。",,,,,,,,
战车民的挑战,63,中立,,萨鲁曼的手杖,,附属,*,2,,,,,,,宝物.物品.手杖.,,,√,,,,,,,"附属到萨鲁曼上。限制.
行动：横置萨鲁曼的手杖以（选择其一）：降低2点你本阶段打出的下一张“厄运 X”的X值，或从你牌组顶端五张卡牌中搜寻一个“厄运”事件，加入你的手牌并洗混你的牌组。",,,,,,,,
战车民的挑战,74,,,灰袍圣徒,,约定,,,,,,,,,,,,,,,,,,,"A面：
你不能选择超过一名起始英雄。
布置：从你的牌组搜寻一个印刷费用为1的附属并放置进场。然后，将本卡牌翻面。
B面：
每个计划阶段你打出的第一张非独有卡牌无需资源匹配。
行动：横置本卡牌并上升1点你的威胁等级以（选择其二）：重置你的起始英雄，增加2枚资源标记到你的起始英雄的资源池中，或治疗你的起始英雄3点伤害。",,,,,,,,
灰烬山下,81,领导,,吉尔多·印格洛瑞安,,英雄,*,,9,3,2,1,3,,诺多精灵. 贵族.,,,,,,,,,诺多精灵,行动：从吉尔多·印格洛瑞安的资源池种花费1资源以选择一位玩家补一张牌（每回合限一次。）,,,,,,,,
灰烬山下,82,领导,,流浪的流亡者,,盟友,,3,,2,2,0,2,,诺多精灵.,,,,,,,,,诺多精灵,响应：在流浪的流亡者参与执行任务后，弃除你一张手牌以重置流浪的流亡者。,,,,,,,,
灰烬山下,83,领导,,勇猛之剑,,附属,,1,,,,,,,"物品.
武器.",,,√,,,,,,,"附属到一名贵族英雄上。每名英雄限制一张。
限制.
所附属英雄获得+1【攻击力】（如果你的威胁等级为40或更高，则以+2【攻击力】代替）。",攻击,,,,,,,
灰烬山下,84,学识,,爱洛斯提理安之石,,附属,*,1,,,,,,,宝物.物品.,,,√,,,,√,,,"守护（地区）. 限制.
附属到一名英雄上。所附属英雄获得+2【意志力】。
资源阶段你额外补一张牌。",,,,,,,,
灰烬山下,85,学识,,养身有术,,附属,,1,,,,,,,主人.,,,,,,,,,,"附属到至尊魔戒所附属的英雄上。
每名英雄限制一张。所附属英雄获得+1生命值。
响应：回合开始时，横置至尊魔戒并上升1点你的威胁等级以治疗所附属英雄上的所有伤害。",,,,,,,,
灰烬山下,86,战术,,北方的神射手,,盟友,,1,,0,2,0,1,,登丹人.游侠.,,√,,,,,,,登丹人,"远攻.
除非你与一个敌军交锋，否则你不能从手牌打出北方的神射手。",,,,,,,,
灰烬山下,87,战术,,鲁莽攻击,,事件,,0,,,,,,,,,,,,√,,,,,"厄运 2.
行动：每位玩家对一个与他交锋的敌军造成2点伤害。",,,,,,,,
灰烬山下,88,精神,,傲多·傲脚,,盟友,*,2,,1,1,1,2,,哈比人.,,,,,,,,,哈比人,响应：在傲多·傲脚进场后，从你牌组顶端五张卡牌搜寻一名哈比人盟友并加入你的手牌。将其余卡牌洗回你的牌组。,,,,,,,,
灰烬山下,89,精神,,力挽狂澜,,事件,,0,,,,,,,,,,,,√,,,,,"厄运 2.
行动：每位玩家可以重置一名他控制的角色。",,,,,,,,
灰烬山下,90,中立,,摘下头盔,,事件,,4,,,,,,,,,,,,,,,,,"每套牌组限制一张。
行动：选择一名你控制的英雄并弃除其上所有的资源标记。从你的收藏中选择一名初始威胁等于或低于所选择英雄的不同的非【远征】、非【巴金斯】派系英雄。将上述英雄互换，并将所有合法附属和伤害标记移动到新英雄上。",,,,,,,,
灰烬山下,91,,,贤者会议,,约定,,,,,,,,,,,,,,,,,,,"你的牌组中同名牌限1张。
响应：在你从手牌打出一张事件牌后，选择其一：降低1点你的威胁等级，补一张牌，或增加1枚资源标记到你的英雄的资源池中。每回合每个选项只能选择一次。",,,,,,,,
悲伤之地,108,战术,,关赫,,英雄,*,,13,2,4,3,4,,"生物.
巨鹰.",√,√,,,,,,,巨鹰,"远攻. 警戒.
不受限制附属。关赫在恢复阶段不会重置。
响应：在一名巨鹰盟友进场或离场后，重置关赫。（每个阶段限制一次。）",,,,,,,,
悲伤之地,109,领导,,哈比人弓箭手,,盟友,,2,,1,1,0,2,,哈比人.弓箭手.,,√,,,,,,,哈比人,"远攻.
当哈比人弓箭手攻击交锋值高于你的威胁等级的敌军时，其获得+1【攻击力】。",,,,,,,,
悲伤之地,110,领导,,西境红皮书,,附属,*,3,,,,,,,宝物.物品.,,,√,,,,,,,"附属到一名哈比人英雄上。限制.
当所附属英雄参与执行任务时，每名哈比人角色获得+1【意志力】。
响应：在你执行任务成功后，横置西境红皮书以增加1枚资源标记到所附属角色的资源池中。",任务,,,,,,,
悲伤之地,111,学识,,谷地信使,,盟友,,2,,1,1,1,2,,谷地.,,,,,,,,,谷地,响应：在谷地信使进场后，选择一位玩家。该玩家控制的每名具有玩家卡牌附属的角色治疗1点伤害。,,,,,,,,
悲伤之地,112,学识,,治疗之歌,,附属,,0,,,,,,,歌谣.,,,,,,,,,,"附属到一名英雄上。每名英雄限制一张。
行动：弃除你一张手牌以从所附属英雄上治疗1点伤害。任一玩家可触发本效果。",,,,,,,,
悲伤之地,113,战术,,巨鹰使者,,盟友,,2,,2,1,0,2,,"生物.
巨鹰.",,,,,,,,,巨鹰,"不受限制附属。
强制：在巨鹰使者执行任务成功后，支付1资源或将其弃除。",,,,,,,,
悲伤之地,114,战术,,比尔博的计划,,事件,,0,,,,,,,,,,,,,,,,,响应：在你攻击并消灭一个敌军后，将遭遇弃牌堆洗回遭遇牌组并从遭遇牌组弃牌直到一个敌军被弃除。将该敌军加入场景区以弃除一个【威胁值】等于或低于该敌军【威胁值】的非独有地区。,,,,,,,,
悲伤之地,115,精神,,备用烟斗,,附属,,1,,,,,,,物品.烟斗,,,,,,,,,,"附属到一名角色上。
所附属角色获得+1生命值。
响应：在你打出备用烟斗后，从你的牌组顶端五张卡牌搜索一个事件并加入你的手牌。重洗你的牌组。",,,,,,,,
悲伤之地,116,精神,,边抽烟边思考,,事件,,0,,,,,,,,,,,,,,,,,行动：你每控制一个烟斗，你打出的下一张牌费用减少1点。,,,,,,,,
悲伤之地,117,中立,,威尔亚多,,盟友,*,1,,1,3,2,3,,"生物.
巨鹰.",√,√,,,,,,,巨鹰,"远攻. 警戒.
不受限制附属。
强制：回合结束时，弃除威尔亚多，除非所有玩家作为一组支付1资源。",,,,,,,,
悲伤之地,134,,,国王的信使,,约定,,,,,,,,,,,,,,,,,,,"A面：
在布置阶段你不能选择超过2名英雄。
布置：从你的牌组选择一个非中立独有盟友并放置进场。将该盟友的印刷【意志力】，【攻击力】，【防御力】和生命值加入你的起始威胁等级。然后，将本卡牌翻面并附属到该盟友上。
B面:
所附属盟友失去盟友牌类型并获得英雄牌类型。
所附属角色每个阶段不能被重置超过一次。
当国王的信使所附属角色在场时，其免疫卡牌效果。
如果所附属角色离场，将国王的信使从游戏中移除。",,,,,,,,
诺恩要塞,137,精神,,亚拉冈,,英雄,*,,12,2,3,2,5,,登丹人.游侠.斥候.,√,,,,,,,,登丹人,"警戒.
行动：横置亚拉冈以选择场景区一个地区。直到本阶段结束，该地区获得-X【威胁值】，X等于亚拉冈的【意志力】。如果本效果将地区的【威胁值】降低至0，放置1枚进度标记到其上。（每回合限制一次。）",,,,,,,,
诺恩要塞,138,领导,,闪亮的盾牌,,附属,,1,,,,,,,物品.防具.,,,√,,,,,,,"附属到一名贵族英雄上。每位英雄限制一张。
限制.
所附属英雄获得+1【防御力】（如果你的威胁等级为40或更高则以+2【防御力】代替）。",防御,,,,,,,
诺恩要塞,139,领导,,了解敌军,,事件,,0,,,,,,,,,,,,,,,,,计划行动：选择一名你控制的英雄。你每交锋一个敌军就增加1枚资源标记到其资源池中。你每回合只能打出一张了解敌军。,,,,,,,,
诺恩要塞,140,学识,,哈丽丝,,盟友,*,4,,2,2,1,3,,"樵夫.
斥候.",,,,,,,,,,响应：在哈丽丝参与执行任务成功后，从你牌组顶端五张卡牌搜索一个附属并加入你的手牌。重洗你的牌组。,任务,,,,,,,
诺恩要塞,141,学识,,樵夫的学识,,事件,,1,,,,,,,,,,,,,,,,,行动：重置最多X名你控制的樵夫角色，X等于具有玩家牌附属的地区数量。,,,,,,,,
诺恩要塞,142,战术,,西谷枪手,,盟友,,3,,2,2,0,2,,"洛汗.
战士.",,,,,,,,,洛汗,响应：在西谷枪手参与执行任务成功后，将其弃除以选择场景区一个非独有敌军。对该敌军造成2点伤害。,任务,,,,,,,
诺恩要塞,143,战术,,不知疲倦的纯种马,,附属,,2,,,,,,,坐骑.,√,√,√,,,,,,,"附属到一名战士角色上。
限制.
所附属角色获得“远攻”和“警戒”。",,,,,,,,
诺恩要塞,144,精神,,迷雾山脉旅者,,盟友,,1,,2,0,0,1,,登丹人. 斥候.,,,,,,,,,,当你与敌军交锋时才能从手牌中打出迷雾山脉旅者。,,,,,,,,
诺恩要塞,145,精神,,绝路,,事件,,2,,,,,,,,,,,,,,,,,在集结步骤结束时，从遭遇牌组弃牌直到你弃除一个阴谋。结算其“展示后”效果以重置每名参与执行任务的你的角色。每名参与执行任务的你的角色获得+1【意志力】直到本阶段结束。,,,,,,,,
诺恩要塞,146,中立,,索龙哲尔,,附属,*,3,,,,,,,头衔.,,,,,,,,,,"附属到一名你控制的非【远征】、非【巴金斯】英雄上。
响应：在你附属索龙哲尔到一名英雄上后，从你的收藏中搜寻一个该英雄的其他非【远征】、非【巴金斯】版本并附属到索龙哲尔上。当索龙哲尔在场时，所附属英雄获得附属在其上英雄牌的文本和资源符号。如果索龙哲尔离场，将附属在其上的英雄牌从游戏中移除。",,,,,,,,
诺恩要塞,147,,,友谊的纽带,,约定,,,,,,,,,,,,,,,,,,,"你的牌组必须包含正好50张玩家牌并且包含以下四个派系各10张：【领导】、【学识】、【精神】和【战术】。你的牌组中同名卡牌数量不能超过2张。
在选择你的初始英雄时，你可以选择四名英雄而非三名。你的每名英雄必须属于不同的影响力派系。",,,,,,,,
追捕无畏号,47,,,危险的航程,,约定,,,,,,,,,,,,,,,,,,,"A面：
你的牌组下限为一百张卡牌。
你的威胁等级不能因玩家卡牌效果而降低。
行动：横置本卡牌并上升1点你的威胁等级以查看你牌组顶端两张卡牌，补其中一张并将另一张放到你的牌组底端。
强制：当你将因为达到淘汰威胁等级而被淘汰时，将本卡牌翻面以代替。
B面：
你的威胁等级不能因非约定玩家卡牌效果而降低。
你控制的英雄参与执行任务无需横置。
强制：当本卡牌翻至本面时，降低10点你的威胁等级。从你的牌组搜寻一张卡牌并将其加入你的手牌或打出，降低其3点费用。将你的牌组洗牌。",,,,,,,,
洛希尔人的誓言,,战术,,尖牙,,盟友,*,2,,1,1,1,1,,生物.,,,,,,,,,生物,"每套牌组限制1张。不受附属。
每个在场的敌军获得+1交锋值。
响应：在【尖牙】进场后，从你的牌库查找一个生物盟友并加入你的手牌。直到阶段结束，打出该盟友时无需资源匹配。将你的卡组洗牌。",,,,,,,,
洛希尔人的誓言,,战术,,利爪,,盟友,*,2,,1,1,1,1,,生物.,,,,,,,,,生物,"每套牌组限制1张。不受附属。
每个在场的敌军获得+1交锋值。
响应：在【利爪】进场后，从你的牌库查找一个生物盟友并加入你的手牌。直到阶段结束，打出该盟友时无需资源匹配。将你的卡组洗牌。",,,,,,,,
洛希尔人的誓言,,战术,,大狼,,盟友,*,2,,1,2,0,1,,生物.,,,,,,,,,生物,"每套牌组限制1张。不受附属。
每个在场的敌军获得+1交锋值。
响应：在【大狼】进场后，从你的牌库查找一个生物盟友并加入你的手牌。直到阶段结束，打出该盟友时无需资源匹配。将你的卡组洗牌。",,,,,,,,
洛希尔人的誓言,,战术,,隐藏的栖息处,,事件,,0,,,,,,,巨鹰.,,,,,,,,,,响应：当一名巨鹰盟友离场时，该盟友的控制者减少X点威胁，X等于该盟友的印刷费用。如果X未2点或更低，该玩家补一张牌。,,,,,,,,
洛希尔人的誓言,,战术,,阿尔达之下,,事件,,X,,,,,,,巨鹰.,,,,,,,,,,遭遇行动：将X名所有者为你的巨鹰盟友（由任意玩家控制）返回你的手牌。然后，将这些盟友逐一放置进场，由任意玩家控制。将【阿尔达之下】从游戏中移除。,,,,,,,,
洛希尔人的誓言,,战术,,阿切特守门人,,盟友,,3,,1,2,0,2,,布理.,,,,,,,,√,,"协同。
响应：在一次无人防御的攻击对你控制的一名英雄造成伤害后，重置【阿切特守门人】并使其获得+1【攻击力】直到阶段结束。",,,,,,,,
洛希尔人的誓言,,战术,,纳图斯隆德的遗物,,附属,,1,,,,,,,"物品.
防具.",,,√,,,,,,,"附属到一名诺多精灵或矮人角色。限制。每名角色限一张。每回合一次，你可以从弃牌堆打出【纳图斯隆德的遗物】。
所附属的角色获得+1【防御力】。
行动：弃除【纳图斯隆德的遗物】以使所附属的角色获得+2【防御力】直到本阶段结束。",,,,,,,,
洛希尔人的誓言,,战术,,继续奋战,,附属,,2,,,,,,,技能.,,,,,,,,,,"附属到一名战士英雄上。
遭遇行动：横置【继续奋战】已重置所附属英雄。",,,,,,,,
洛希尔人的誓言,,战术,,活饵,,事件,,0,,,,,,,陷阱.,,,,,,,,,,"当你控制一个未附属的陷阱附属时才能打出。
行动：选择一个在场的非独有敌军。直到回合结束，将你所选敌军的印刷文本框视为空白（属性除外）。然后，将你控制的一个未附属的陷阱附属附属至该敌军。",,,,,,,,
洛希尔人的誓言,,战术,,念兹在兹,,事件,,0,,,,,,,,,,,,,,,,,战斗行动：弃除你控制的一名洛汗盟友以选择一个敌军。对该敌军造成2点伤害（如果该盟友为独有，则改为4点伤害）。,,,,,,,,
洛希尔人的誓言,,战术,,需求刻不容缓,,事件,,4,,,,,,,,,,,,,,,,,"你每控制一名洛汗英雄，【需求刻不容缓】的打出费用就降低1点。
计划行动：从你的牌库顶的10张卡牌中查找一个印刷费用为2点或更低的卡牌（独有卡牌则改为3点或更低并放置在一旁。将你的卡组洗牌。然后，将放置在一旁的卡牌免费打出，如同其在你的手牌。",,,,,,,,
洛希尔人的誓言,,战术,,拉马斯哨兵,,盟友,,2,,0,2,1,1,,"刚铎.
战士.",,,,,,,,√,,"协同。
你控制的每名英雄资源池中都至少有1点资源时，【拉马斯哨兵】获得：“响应：取消刚分配至一名刚铎角色上的1点伤害。（每阶段限1次。）",,,,,,,,
